"subjid","rownum","submitdate","dimension","run","counterbalance","introcheck","introrating","introtiming","rating1","timing1","q1seen","q1comments","city","country","gender","age","thoughts","playtiming","playrating"
"FSF_r4b_ob_0","555","2013-12-01 14:03","ob","4","b","getit","0!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0","0!!20.342!!20.779!!26.820!!27.101!!27.503!!27.860!!28.316!!29.100!!29.727!!29.971!!30.800!!32.842!!33.566!!33.865!!34.228!!34.541!!34.828!!35.052!!35.271!!35.506!!35.756!!36.085!!36.349!!38.006!!38.429!!38.783!!39.085!!39.452!!39.733!!39.968!!40.155!!40.333!!40.565!!40.838!!46.324!!46.590!!46.850!!47.096!!47.460!!48.240!!49.273!!49.493!!49.727!!49.962","0!0!1!2!3!4!5!6!5!6!7!6!7!6!5!4!3!2!1!0!0!1!2!3!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!10!10!9!8!7!6!5!4!3!2!1!0!0!1!0!1!2!3!4!3!2!1!0!0!1!2!3!4!5!4!3!2!1!0!1!2!3!4!5!6!5!4!3!2!1!0!1!2!3!4!5!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!10!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!10!9!8!7!6!5!4!3!2!1!0!0!1!0!1!2!3!2!3!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!0!1!2!3!4!5!4!3!2!1!0!1!2!3!2!1!0!0!0!0!1!2!3!4!5!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!6!5!4!3!2!1!0!1!2!3!4!5!4!3!2!1!0!1!0!1!0","0!4.12!16.93!17.32!17.54!17.8!18.09!18.65!21.53!21.99!29.66!31.23!42.26!44.82!45.17!45.44!45.69!45.94!46.18!46.57!46.94!47.63!48.18!49.63!53.98!55.65!56.5!61.91!63.44!83.71!130.36!132.18!132.38!132.6!132.75!132.94!133.09!133.26!133.53!133.73!134.02!134.51!134.76!134.94!135.12!135.33!135.55!135.7!135.99!136.08!136.33!136.61!147.63!148.52!161.94!162.6!163.05!163.72!164.57!164.8!165.01!165.21!165.46!168.74!169.06!169.3!169.6!169.9!171.79!172.01!172.23!172.45!172.66!175.72!176.03!176.23!176.47!176.76!177.9!179.47!179.76!179.96!180.17!180.4!180.72!183.71!183.96!184.21!184.53!184.9!187.93!190.41!192.13!192.36!192.59!192.81!193.02!193.24!207!207.34!207.56!207.78!208.01!208.2!208.46!208.68!208.89!209.08!209.36!210.54!210.81!211.02!211.22!211.43!211.65!211.84!212.07!212.28!212.49!215.99!216.23!216.42!216.61!216.81!217.02!217.21!217.4!217.59!217.83!218.07!219.47!219.75!219.96!220.18!220.4!220.63!220.93!221.14!221.38!221.61!221.81!223.27!224.26!233.19!236.87!238.73!239.51!248.85!251.28!251.56!251!402.28!412.05!412.84!494.63!495.78","seen!!seen!!0!!0","Some !!0!!0!!0","Biddeford","USA","Female","59","The boxes for the clips closed too quickly.  The first looked as if it was from Some Like It Hot, and the second was from Bringing Up Baby.  I thought of the animal as an object. ","0!!25.215!!26.414!!27.206!!27.690!!28.709!!30.471!!30.705!!31.087!!32.843!!33.155!!33.374!!33.624!!33.892!!34.200!!34.527!!35.270!!35.426!!45.121!!45.731!!46.524!!46.955!!47.186!!47.377!!47.546!!47.74","0!!1!!2!!3!!4!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r4a_fa_0","556","2013-12-01 14:09","fa","4","a","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!7!!8!!9!!10!!10!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0","0!!29.587!!29.837!!30.008!!30.196!!30.383!!30.554!!30.742!!30.913!!31.100!!31.334!!32.037!!32.255!!32.785!!33.066!!33.441!!33.675!!33.862!!34.065!!34.252!!37.543!!41.615!!41.833!!42.005!!42.223!!42.489!!42.785!!43.269!!44.314!!44.532!!44.719","0!1!2!3!4!5!4!3!4!5!4!3!2!3!4!5!6!7!8!9!10!9!8!7!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!2!1!0!0!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!8!9!10!9!8!7!6!5!6!7!8!9!10!10!10!10!10!9!8!7!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!7!6!5!6!7!8!9!10!10!10!9!8!7!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!10!10!10!9!8!7!6!7!6!7!6!5!6!7!8!9!10!10!9!8!7!6!5!6!7!8!9!10!10!9!8!9!10!10!9!8!7!6!5!6!7!8!9!8!9!10!10!10!10!9!8!7!6!5!4!3!2!1!0!1!2!1!0!1!2!3!4!3!2!3!2!1!0!1!0!1!0!1!2!3!2!3!2!3!2!1!0!0!1!2!3!4!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!10!10!9!8!9!8!7!6!7!8!9!10!10!9!8!7!6!5!6!7!8!9!10!10!10!10!9!8!7!8!9!8!9!10!10!9!8!7!6!5!6!5!6!7!8!9!10!10!9!8!7!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!10!9!8!7!6!7!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!5!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!10!9!8!7!6!5!4!3!2!1!0!1!2!3!2!1!0!1!2!3!4!3!4!5!6!7!8!9!10!10!9!10!9!8!7!8!9!10!10!9!8!7!6!5!6!7!8!9!10!10!10!10!9!8!7!6!5!4!3!4!5!6!7!8!7!6!7!8!9!10!10!10!10!10!10!10!10!10!10!10!9!8!7!6!5","0!12.83!13.36!13.75!14.07!15.12!15.74!15.99!21.39!21.95!31.5!31.83!32.14!32.87!34.37!34.59!34.77!34.95!35.74!36.01!36.26!36.55!36.77!36.94!37.16!37.37!37.62!37.79!37.94!40.7!41.33!41.78!42.29!42.79!44.49!44.73!44.9!45.07!45.93!49.58!49.83!50.3!50.63!50.95!51.28!51.78!53.21!53.46!53.65!53.85!54.06!54.26!54.48!54.7!55.91!56.12!56.3!56.54!56.76!56.97!57.19!57.49!57.99!63.7!63.95!64.45!65.41!65.65!65.8!65.97!66.15!66.35!66.55!67.91!68.14!68.33!68.53!68.72!68.94!69.14!69.3!69.53!69.73!70.31!70.55!70.75!70.98!71.64!71.9!72.12!72.29!72.5!72.71!72.93!74.86!75.14!75.49!76.86!77.06!77.25!77.42!77.61!77.79!77.98!78.96!79.18!79.37!80.24!81.18!81.49!81.71!82.12!83.29!83.54!83.71!84.64!84.85!85.03!85.24!85.44!85.63!85.83!86.25!86.47!88.45!89.09!89.39!90.56!90.87!91.12!91.32!92.12!92.79!93!93.18!93.36!93.57!93.75!98.12!98.89!101.35!114.66!114.89!115.08!115.28!115.5!115.75!116.51!117.68!118.01!118.21!121.4!122.55!122.8!123!123.19!123.38!123.58!124.88!125.14!126.89!127.14!127.53!127.82!128.07!129.12!1256!204.76!204.95!205.12!205.3!205.49!205.85!206.12!206.4!206.74!208.11!209.59!209.91!210.17!212.64!220.89!221.25!221.65!225.09!225.57!226.19!227.86!228.11!228.3!229.25!230.83!231.75!241.81!246.86!247.3!250.12!251.75!252.95!254.55!255.16!255.61!255.8!255.95!256.12!258.46!258.7!258.85!259.04!259.34!260.33!260.52!260.69!260.9!261.07!265.3!265.5!265.67!265.89!267!267.48!267.71!267.89!268.32!268.52!268.73!269.88!270.07!270.24!270.41!270.62!270.8!270.99!271.24!271.44!271.64!272.57!272.78!273!273.16!273.33!273.5!273.69!273.88!274.06!274.23!274.44!276.57!279.69!280.02!281.13!282.27!282.47!282.8!283.36!283.56!283.73!283.94!284.13!287.34!287.53!287.74!287.95!288.13!290.02!290.22!290.41!290.58!290.75!290.94!291.14!297.38!301.57!301.83!302.19!302.47!302.7!303.31!304.34!304.61!306.01!309.65!309.91!310.15!310.41!310.66!311.13!312.38!314.56!314.78!314.95!316.71!316.9!317.09!317.76!318.01!318.21!318.41!318.58!318.77!318.96!319.12!319.32!319.5!319.68!321.75!321.97!322.88!324.5!324.78!327.16!327.59!327.76!327.94!328.12!333.39!333.61!333.78!333.97!334.15!334.34!334.51!334.67!334.89!335.04!336.42!336.62!336.79!336.99!337.16!337.35!337.71!338.35!338.87!339.07!341.81!342.02!342.19!342.36!342.53!342.7!342.9!343.06!343.25!343.42!347.34!347.54!347.71!347.88!348.04!348.19!348.38!348.58!348.77!349.11!350.33!354.25!354.46!354.65!354.84!355.01!355.18!355.35!355.54!355.73!355.87!356.48!356.66!356.85!357.04!357.21!357.38!357.57!357.76!357.97!358.63!360.53!362.42!362.64!362.86!364.21!364.87!366.4!366.57!366.74!366.91!367.09!367.27!367.44!367.63!370.38!370.56!370.75!370.92!371.09!371.28!371.55!372.09!372.33!372.47!373.11!373.61!373.93!374.46!375.21!375.43!375.6!375.77!375.93!376.1!376.29!376.45!376.62!376.8!377.3!377.52!377.74!377.94!378.11!378.31!378.84!379.09!379.59!379.83!380.03!380.22!380.4!380.56!381.9!382.09!382.34!382.52!382.71!382.9!383.09!383.27!383.71!384.02!385.66!385.86!386.13!387.13!387.36!387.56!387.74!387.95!388.17!388.55!392.95!393.13!393.29!393.46!393.63!393.79!393.96!394.15!394.32!394.51!394.77!396.92!397.19!397.52!398.17!400.39!400.61!400.81!400.98!401.15!401.4!401.98!402.21!402.43!403.48!403.69!403.88!404.15!404.38!404.57!404.75!405.64!407.72!407.92!409.67!409.84!410.03!410.21!410.39!410.59!412.02!412.49!417.22!417.45!417.64!419.56!419.84!420.17!420.39!421.65!421.88!422.15!422.59!423.66!426.03!426.35!428.4!428.97!429.48!429.7!429.93!436.77!437.59!437.82!438.06!438.26!438.46!438.71!439.32!439.63!439.88!440.07!441.92!442.3!442.75!443.16!444.38!444.56!444.8!445!445.45!451.85!462.08!469.15!470.07!471.02!473.51!498.58!507.07!508.02!510.77!510.97!511.17!511.35!511.55","0!!0!!0!!0","0!!0!!0!!0","Covington","USA","Female","59","Thanks.  Different!   Enjoyed watching the clips.","0!!7.9869!!8.4709!!8.7200!!9.6089!!10.014!!11.496!!11.714!!11.887!!12.073!!12.230!!12.401!!12.572!!15.927!!16.129!!16.316!!16.473!!16.628!!19.016!!19.218!!19.405!!19.639!!20.092!!22.042!!22.244!!22.41","0!!1!!2!!3!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r3b_so_0","557","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r3b_so_0","558","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r4b_me_0","559","2013-12-01 14:22","me","4","b","getit","10","timing:","0!1!2!3!4!3!2!1!2!3!4!5!4!3!2!1!2!3!4!5!4!5!6!5!4!5!PAUSE!PLAY!4!5!6!5!4!5!6!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!3!2!1!2!3!4!5!6!5!6!5!6!5!6!7!6!5!6!7!6!5!4!3!2!1!2!3!4!5!6!7!6!5!4!3!2!1!0!0!0!0!0!0!1!2!3!4!5!6!5!4!5!6!7!8!7!6!5!4!3!2!1!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!0!1!2!3!4!5!6!7!8!7!8!7!6!5!4!3!2!1!0!0!0!0!0!0!0!0!1!2!3!4!3!2!3!2!3!4!5!4!3!2!1!0!1!2!3!4!5!4!5!6!5!6!7!8!9!8!9!8!7!6!5!4!3!2!3!2!1!0!1!2!1!2!1!0!1!2!1!2!1!0!1!2!3!4!3!4!5!6!7!6!5!4!3!2!1!0!0!0!0!0!0!0!0!1!2!3!4!5!6!5!6!7!6!5!4!3!2!1!2!3!4!5!4!3!2!1!0!1!2!3!4!5!4!3!2!3!2!1!2!3!4!5!6!5!4!3!4!5!6!5!6!5!4!3!2!1!2!3!4!5!6!7!8!9!8!7!6!5!4!3!4!5!4!5!6!7!8!7!6!7!8!7!8!7!6!5!6!7!8!7!6!5!4!5!4!5","0!12.76!13.43!14.34!14.65!16.82!17.08!17.43!20.31!21.12!29.02!29.41!32.31!32.81!43.9!44.77!50.55!54.9!63.96!75.17!77.73!79.44!83.69!89.57!91.72!98.06!104.14!104.14!106.72!108.85!109.18!112.48!113.8!123.85!127.72!131.02!131.38!131.61!131.79!131.97!132.1!133.25!133.42!133.61!133.78!133.94!134.09!134.24!134.39!134.55!134.7!139.31!139.74!140.57!143.13!143.88!144.08!144.3!146.12!146.31!146.47!146.59!147.07!152.25!157.42!164.16!176.56!185.34!187.06!187.73!191.95!193.06!194.7!202.02!206.63!206.83!207.04!207.21!207.4!207.74!209.67!209.95!210.14!210.27!210.47!210.92!215.02!215.2!215.82!215.87!215.9!215.95!215.98!216.02!216.05!216.09!216.12!216.16!218.88!219.24!219.38!219.66!223.15!230.41!236.24!236.98!248.25!248.52!248.74!249.05!249.67!251.11!251.75!251.79!251.83!251.86!251.89!251.92!251.95!251.99!252.02!252.05!252.08!252.13!252.16!252.2!252.24!252.27!252.3!252.33!252.37!252.41!252.44!253.17!253.78!253.83!253.86!253.89!253.92!253.97!254!254.64!256.04!257.27!258.65!258.85!260.08!260.72!260.77!2687.82!387.85!387.9!387.93!387.96!387.99!388.04!388.07!388.1!388.15!388.18!388.21!392.91!393.17!393.47!393.7!394.12!394.59!396.31!400.16!402.22!404.89!405.09!405.34!405.51!406.25!407.09!409.3!410.19!410.83!415.45!416.64!416.81!416.95!417.13!417.29!418.46!418.74!418.94!419.32!419.68!424.02!424.2!424.37!427.98!428.49!428.82!430.96!431.21!431.38!436.5!438.18!443.41!443.64!444.43!446.88!447.49!448.01!451.75!454.15!455.43!455.62!455.82!455.99!456.17!457.16!458.24!458.52!458.79!459.01!459.21!459.38!461.08!467.37!467.58!467.87!468.08!468.24!468.47!470.14!471.06!475.26!476.06!476.34!476.76!478.32!479.24!480.17!483.01!483.56!485.87!487.16!489.38!489.72!490.41!491.72!492.14!492.51!496.1!496.32!496.54!496.79!504.32!505.29!505.87","0!!0!!0!!0","0!!0!!0!!0","St. Louis, MO","USA","Female","29"," ","timing:","10"
"FSF_r4b_fa_0","560","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r4b_fa_0","561","2013-12-01 14:27","fa","4","b","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6","0!!27.513!!27.809!!28.043!!28.309!!28.526!!28.730!!28.933!!29.151!!29.431!!29.681!!33.316!!33.674!!34.065!!34.470!!34.938!!35.391!!35.780!!36.187!!36.638!!37.200!!37.778!!38.137!!38.496!!38.838!!39.151!!39.431!!39.713!!40.039!!40.321!!40.726!!47.045!!47.434!!47.825!!48.199","0!1!0!1!0!1!2!3!4!5!6!7!8!9!10!10!9!8!7!6!5!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!9!10!9!10!9!8!7!6!5!4!5!6!5!4!5!6!5!4!3!2!1!0!1!2!3!4!5!6!5!6!7!8!7!6!5!4!3!2!3!4!3!4!5!6!7!8!9!10!9!10!9!10!9!10!9!10!9!8!9!10!10!10!9!10!9!10!9!8!7!8!9!10!9!8!9!10!9!10!9!8!9!10!9!8!9!10!9!10!9!8!9!10!9!10!9!8!9!10!9!8!9!10!9!10!9!8!7!8!9!10!9!8!7!6!5!4!3!2!1!0!1!2!3!4!5!4!3!2!1!0!0!1!2!3!4!5!4!5!6!7!6!5!4!3!4!3!4!5!6!7!6!5!4!5!6!7!8!7!8!9!8!7!8!7!6!7!8!7!8!7!6!5!4!3!2!1!0!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!2!1!2!3!4!5!6!7!8!9!8!7!6!5!4!3!2!1!0!0!0!1!2!3!2!1!0!1!2!3!4!5!6!7!6!7!8!9!10!9!8!7!6!7!8!9!10!9!8!9!8!7!6!5!4!3!2!3!4!3!2!1!2!3!4!5!4!3!2!1!0!1!2!3!4!5!6!7!6!7!8!7!6!5!6!7!8!9!10!9!8!9!10!9!10!9!10!9!8!7!6!5!4!3!2!3!4!5!4!5!6!7!8!9!10!9!8!9!10!9!10!9!8!7!6!5!6!7!6!7!6!5!4!3!2!3!2!1!0!1!2!1!0!1!2!3!4!3!2!1!0!0!1!2!3!4!5!6!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!10!9!10!9!10!9!8!7!6!5!4!3!2!1!0!0!1!2!3!4!3!2!1!0!1!2!3!4!5!6!7!8!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!7!8!9!8!7!6!5!4!3!2!1!0!1!2!1!0!1!2!1!0!1!0!1!2!3!4!5!6!7!6!5!4!3!2!1!0!1!2!3!4!5!6!7!8!9!10!9!8!7!6!5!4!3!4!5!6!7!8!9!8!7!6!5!4!3!4!5!6!7!8!9!10!9!8!7!6!5!6!7!8!9!10!9!10!10!10!9!10!9!8!9!10!9!10!9!10!9!8!7!6!7!8!9","0!1.81!2.21!2.59!2.96!11.25!11.59!11.87!12.14!12.39!12.65!12.92!13.2!13.49!13.79!14.13!15.19!15.49!15.76!16!16.29!16.91!17.85!18.83!19.39!20.01!21.01!22.31!22.92!23.27!23.65!24.02!24.88!26.19!28.3!28.73!29.22!29.75!30.58!31.43!32.87!33.59!34.13!34.43!34.73!35.02!35.72!36.07!36.8!38.06!38.91!39.83!40.53!41.64!42.6!43.57!44.15!44.72!45.27!46.1!46.94!47.33!47.74!48.16!48.58!49.98!51.07!52.23!53.8!54.47!55.91!56.53!57.14!58!58.73!59.44!59.98!60.65!61.47!62.21!63.07!63.38!63.7!63.93!64.24!64.63!71.68!72.31!74.15!74.6!76.25!76.96!78.7!79.8!80.44!81.78!82.26!82.65!83.27!84.16!85.77!87.89!88.88!89.95!91.62!91.96!92.32!93.02!93.43!93.82!95.55!96.22!97.25!97.69!98.84!100.25!101.53!102.09!102.74!103.06!105.1!105.52!105.75!106.05!107!107.42!108.14!108.64!109.16!110.23!111.03!111.73!113.8!114.29!114.57!114.8!115.94!116.39!117.03!117.91!119.22!119.67!129.82!130.13!130.58!131.14!131.38!131.58!133.23!133.47!133.67!133.84!134.01!134.18!134.36!134.54!134.71!134.88!138.35!138.6!138.83!139.11!139.53!142.972!209.9!210.08!210.25!210.47!212.81!213.46!214.6!214.85!215.04!215.19!215.36!215.55!215.74!215.89!216.08!216.25!216.55!218.44!218.69!218.9!219.53!219.79!219.98!220.56!220.82!220.98!221.26!221.46!221.67!222.52!223.18!223.6!223.87!224.07!229.2!234.66!235.36!238.4!238.84!241.96!242.26!242.85!246.22!248.59!249.01!249.51!250.18!250.43!250.62!250.79!250.99!251.19!251.36!251.87!252.11!252.65!253!257.94!258.27!258.49!258.67!258.85!259.8!260.02!260.22!260.41!260.59!264.91!265.2!265.44!265.66!265.91!266.71!267.15!268.63!269.1!269.45!270.66!272.11!272.43!273.9!275.09!275.55!275.93!276.43!277.57!278.3!279.35!279.89!283.43!284.13!298.11!298.7!299.45!299.72!299.91!300.08!300.26!300.48!300.69!301.14!301.54!301.95!302.57!304.32!304.71!305.05!305.34!305.72!306.16!307!320.47!320.86!321.56!322.17!322.95!323.45!326.97!327.35!327.69!327.91!328.11!328.36!328.58!329.57!330.11!331.78!332.06!332.28!333.57!335.96!338.89!342.7!345.31!345.59!352.86!353.37!359.02!370.56!372!372.28!372.56!372.93!382.15!382.37!382.58!382.76!382.93!385.03!385.29!385.48!385.66!385.85!386.06!386.2!387.12!387.34!387.52!387.68!387.85!388.02!388.22!392!392.23!392.42!392.59!392.76!392.95!393.12!393.29!393.48!393.67!393.86!395.85!396.26!400.94!401.39!402.93!403.2!403.4!403.61!403.81!404.03!404.96!406.51!406.72!406.91!407.1!407.88!408.14!408.36!408.64!409.32!410.02!410.28!410.63!411.89!412.37!412.65!413.34!414.23!414.51!414.81!415.12!415.71!415.96!416.15!416.32!416.48!416.66!416.85!417.52!418.41!418.64!418.85!419.02!419.21!419.39!419.88!420.2!420.7!421.01!421.34!421.81!422.14!422.33!422.54!423.36!423.67!424.59!425.18!425.4!426.63!426.91!429.98!430.31!430.8!431.05!431.47!431.73!432.39!432.7!434.24!434.51!434.73!434.93!435.13!435.65!436.38!436.94!437.32!437.54!437.71!437.91!438.38!439.6!444.31!444.56!444.76!445.26!447.07!447.35!447.9!452.31!452.56!452.75!457.93!458.24!458.47!458.68!458.89!459.13!459.89!460.22!460.42!460.63!460.8!460.97!461.14!461.97!462.22!462.39!462.58!462.75!462.93!463.59!463.81!464.01!464.2!464.38!464.81!465.56!466.62!466.87!467.1!468.13!468.33!468.52!468.74!468.91!469.08!469.25!475.09!478.75!479!479.21!484.49!485.12!485.8!486.09!486.91!487.15!487.99!488.35!491.59!491.9!521.63!522.05!522.4!522.8!523.21!523.46!523.92","0!!0!!0!!0","0!!This looked like a fun movie.  lol  !!0!!0","Springfield","United States","Female","33"," ","0!!4.3370!!4.7269!!5.1170!!5.4600!!5.8970!!6.6140!!6.8480!!8.3930!!8.6110!!8.8140!!9.0009!!9.1879!!9.3759!!9.7969!!12.511!!12.745!!12.947!!13.151!!13.354!!15.256!!15.522!!15.740!!18.330!!18.516!!18.70","0!!1!!2!!3!!4!!5!!4!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
"FSF_r4b_so_0","562","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r3b_so_0","563","NULL","so","3","b","getit","10","timing:","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","timing:","10"
"FSF_r5a_sc_0","564","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"FSF_r5a_fa_0","565","2013-12-01 14:43","sc","5","a","getit","0!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!8!!7!!6!!5!!4!!3!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!4!!3!!2","0!!22.994!!23.259!!35.065!!35.517!!35.892!!36.251!!36.578!!36.921!!37.25!!37.779!!40.088!!41.929!!42.444!!42.787!!43.194!!43.520!!43.863!!44.550!!46.359!!46.781!!47.046!!47.389!!47.717!!48.044!!48.902!!50.572!!54.473!!54.690!!54.908!!55.174!!55.454!!55.782!!56.312!!57.654","0!1!2!3!4!5!6!7!8!7!6!7!8!9!8!9!8!9!8!7!6!5!6!7!8!9!8!7!8!7!8!7!6!7!8!9!10!9!8!7!6!5!4!3!2!1!0!0!0!0!0!0!0!0!0!0!0!PAUSE!PLAY!1!2!3!4!5!6!5!4!3!2!1!2!3!4!3!4!3!2!1!2!1!2!3!4!5!4!3!4!3!4!3!4!5!6!5!4!3!2!3!4!5!4!3!2!1!0!1!0!1!2!1!2!3!4!5!PAUSE!PLAY!4!3!2!3!2!3!2!3!4!3!4!3!4!3!2!3!4!3!2!3!2!3!4!5!6!7!6!5!4!3!2!1!0!0!0!0!0!0!0!0!0!1!2!1!2!3!4!5!4!3!4!3!4!5!4!5!4!5!4!3!4","0!11.34!13.03!16.55!16.93!17.61!21.65!29.62!32.41!37.23!38.07!39.26!41.07!49.02!50.04!56.81!58.54!62.44!64.79!65.7!66.49!67.88!70.19!70.53!71.45!73.79!81.56!85.32!86.29!89.3!91.75!122.09!124.31!125.13!131.53!131.75!131.92!132.68!132.9!133.51!133.54!133.59!133.64!133.67!133.7!133.73!133.76!133.81!133.84!133.87!133.9!133.93!133.98!134.01!134.04!134.07!134.12!138.38!138.38!139.6!150.27!156.21!157.04!160.09!161.39!165.65!165.93!166.16!166.47!168.1!172.78!173.45!177.18!183.24!195.71!196.8!197.91!200.26!201.03!209.22!209.75!210.77!211.04!211.3!214.45!217.76!220.55!221.61!223.22!226.89!228.25!231.58!231.86!233.66!233.83!233.99!234.92!237.5!237.75!237.9!238.26!238.4!238.54!238.67!238.93!241.13!242.92!244.64!249.23!255.76!258.27!258.48!258.6!258.87!268.46!263.31!267.01!267.26!267.6!272.62!278.05!294.73!301.89!302.68!302.89!307.71!311.64!313.25!320.56!332.73!336.49!346.56!347.62!350.26!350.76!358.2!366.25!374.07!380.17!380.37!380.54!380.9!382.19!382.8!382.83!382.86!382.91!382.94!382.97!383.02!38","seen!!0!!0!!seen","0!!0!!0!!0","St. Louis","USA","Female","29"," ","0!!3.0569!!3.6659!!3.6970!!3.7279!!3.7749!!3.8059!!3.8369!!3.8689!!3.8999!!3.9470!!3.9779!!4.0089!!4.0559!!4.0869!!4.1179!!4.1489!!4.1809!!4.2269!!4.2589!!4.2899!!4.3369!!4.3519!!4.9919!!5.0230!!5.053","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!0!!0!!0!!0!!0!!0!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!10!!10!!10!!10!!10!!9!!8!!7!!6!!7!!8"
"FSF_r3b_so_0","566","NULL","so","3","b","getit","0!!1!!2!!3!!4!!5!!6!!7!!8!!7!!6!!5!!6!!7!!8!!9!!10!!9!!8","0!!37.521!!37.911!!38.316!!39.003!!39.440!!40.157!!40.828!!41.717!!44.244!!44.790!!45.539!!48.036!!48.784!!49.736!!50.532!!51.375!!58.207!!58.628","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0!!8.5329!!8.7360!!8.9390!!9.1730!!9.5940!!9.8130!!10.218!!10.421!!10.608!!10.827!!11.045!!11.263!!11.404!!11.622!!11.809!!11.997!!12.199!!12.387!!12.574!!12.777!!12.979!!13.245!!13.479!!13.680!!13.85","0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!10!!9!!8!!7!!6!!5!!4!!3!!2!!1!!0!!1!!2!!3!!4!!5!!6!!7!!8!!9!!10!!9!!8!!7!!6!!5!!6!!7!!8!!7!!6!!5!!4!!3!!2!!1!!0"
